ID,Name,SubName,State,TotalPeople,Murder,NegligentManslaughter,ForcibleSexOffense,NonforcibleSexOffense,Robbery,AggravatedAssault,Burglary,VehicleTheft,Arson,TotalCrime
228316001,Southwest Texas Junior College,SWTJC Main Campus,TX,5767,0,0,0,0,0,0,3,0,0,3
222062002,Walters State Community College, Greene County Campus,TN,6853,0,0,0,0,0,0,0,0,0,0
222062004,Walters State Community College,Claiborne County Extension,TN,6853,0,0,0,0,0,0,0,0,0,0
190673001,CUNY Queensborough Community College,Queensborough Community College,NY,15507,0,0,2,0,0,1,1,0,0,4
196264001,SUNY Empire State College,Main Campus,NY,14325,0,0,0,0,0,0,1,0,0,1
133553001,Embry Riddle Aeronautical University-Daytona Beach,Daytona Beach - FL Campus,FL,4959,0,0,1,0,2,0,17,2,0,22
110510001,California State University-San Bernardino,California State University -  San Bernardino,CA,17852,0,0,1,0,1,8,16,23,0,49
110608001,California State University-Northridge,California State University -  Northridge,CA,35198,0,0,2,0,1,3,14,8,2,30
126119001,Yuba College,Yuba College - Marysville,CA,8564,0,0,0,0,0,0,5,1,0,6
106245001,University of Arkansas at Little Rock,University of Arkansas -  Little Rock,AR,13132,0,0,1,0,2,1,5,1,0,10
162928002,Johns Hopkins University,Johns Hopkins Medical Institutions,MD,20383,0,0,0,0,0,0,0,0,0,0
162928001,Johns Hopkins University,JHU HOMEWOOD CAMPUS,MD,20383,0,0,0,0,0,0,0,0,0,0
104151001,Arizona State University,Tempe Campus,AZ,68064,0,0,3,0,5,20,119,29,0,176
104151002,Arizona State University,Downtown Phoenix Campus,AZ,68064,0,0,1,0,3,0,1,0,0,5
104151003,Arizona State University,Polytechnic Campus,AZ,68064,0,0,1,0,1,1,4,1,0,8
104151004,Arizona State University,West Campus,AZ,68064,0,0,0,0,0,1,3,4,0,8
135717001,Miami Dade College,Main-Wolfson,FL,59120,0,0,0,0,0,0,2,0,0,2
135717002,Miami Dade College,North Campus,FL,59120,0,0,0,0,0,1,0,7,0,8
135717003,Miami Dade College,Kendall Campus,FL,59120,0,0,0,0,1,1,2,5,0,9
135717006,Miami Dade College,Homestead Campus,FL,59120,0,0,0,0,1,0,1,0,0,2
204796001,Ohio State University-Main Campus,Main Campus,OH,55014,0,0,20,0,10,4,178,13,10,235
225423001,Houston Community College System,Central College,TX,54942,0,0,0,0,0,0,2,1,0,3
225423002,Houston Community College System,CENTRAL CAMPUS,TX,54942,0,0,0,1,1,0,1,1,1,5
225423005,Houston Community College System,NORTHEAST- CODWELL,TX,54942,0,0,0,0,0,0,0,0,0,0
225423007,Houston Community College System,NORTHEAST - PINEMONT,TX,54942,0,0,0,0,0,0,0,0,0,0
225423009,Houston Community College System,NORTHWEST - Spring Branch,TX,54942,0,0,0,0,0,0,1,5,0,6
225423010,Houston Community College System,NORTHWEST - WESTGATE,TX,54942,0,0,0,0,0,0,1,0,0,1
225423019,Houston Community College System,SOUTHWEST - WESTLOOP,TX,54942,0,0,0,0,0,0,1,1,0,2
225423030,Houston Community College System,CENTRAL - Willie Gay Hall,TX,54942,0,0,0,0,0,0,0,0,0,0
132903001,University of Central Florida,Main Campus,FL,53401,0,0,2,0,1,4,38,26,0,71
132903009,University of Central Florida,Rosen College of Hospitality Management,FL,53401,0,0,0,0,0,0,1,0,0,1
174066001,University of Minnesota-Twin Cities,Main Campus,MN,51659,0,0,13,0,2,1,74,8,1,99
174066003,University of Minnesota-Twin Cities,Saint Paul,MN,51659,0,0,2,0,0,0,9,2,0,13
228778001,The University of Texas at Austin,Main Campus,TX,50995,0,0,10,0,3,3,44,6,1,67
134130001,University of Florida,University of Florida,FL,50691,0,0,3,0,0,1,33,0,0,37
228723001,Texas A & M University,Texas A&M University,TX,48702,0,0,0,0,1,1,25,1,1,29
171100001,Michigan State University,Main Campus,MI,47071,0,0,16,0,5,9,123,9,7,169
154022001,Ashford University,Main Campus,IA,46835,0,0,0,0,0,0,2,0,0,2
232946001,Northern Virginia Community College,Main Campus,VA,46619,0,0,0,0,0,3,0,1,0,4
232946002,Northern Virginia Community College,Alexandria Campus,VA,46619,0,0,0,0,0,0,0,0,0,0
232946003,Northern Virginia Community College,Loudoun Campus,VA,46619,0,0,0,0,0,0,0,0,0,0
232946005,Northern Virginia Community College,Woodbridge Campus,VA,46619,0,0,0,0,0,1,0,0,0,1
227182002,Lone Star College System,North Harris College,TX,46504,0,0,0,0,0,0,0,0,0,0
227182004,Lone Star College System,Kingwood College,TX,46504,0,0,0,0,0,0,0,0,0,0
227182005,Lone Star College System,Montgomery College,TX,46504,0,0,0,0,0,0,1,2,0,3
227182006,Lone Star College System,Cy-Fair College,TX,46504,0,0,1,0,0,1,0,2,0,4
232557001,Liberty University,Main Campus,VA,46312,1,0,5,0,1,2,10,2,6,27
236948001,University of Washington-Seattle Campus,Main Campus,WA,45943,0,0,0,0,6,6,83,8,2,105
214777001,Pennsylvania State University-Main Campus,University Park Campus,PA,45185,0,0,8,0,2,6,49,2,14,81
228547002,Tarrant County College District,South Campus,TX,44355,0,0,0,0,0,0,0,0,0,0
228547003,Tarrant County College District,Northeast Campus,TX,44355,0,0,0,0,0,1,1,1,0,3
228547004,Tarrant County College District,Northwest Campus,TX,44355,0,0,0,0,0,0,0,0,0,0
228547005,Tarrant County College District,Southeast Campus,TX,44355,0,0,0,0,0,0,0,2,0,2
228547007,Tarrant County College District,Trinity River,TX,44355,0,0,0,0,0,0,1,0,0,1
145637001,University of Illinois at Urbana-Champaign,Main Campus,IL,43881,0,0,5,0,8,5,81,5,0,104
193900001,New York University,NYU Main Campus,NY,43404,0,0,3,0,0,0,44,0,0,47
193900002,New York University,NYU Medical Center/School of Medicine,NY,43404,0,0,0,0,0,0,6,0,0,6
151351001,Indiana University-Bloomington,Indiana University - Bloomington Campus,IN,42347,0,0,21,0,0,2,31,10,0,64
182005001,College of Southern Nevada,Main Campus,NV,42108,0,0,0,0,0,0,1,12,0,13
170976001,University of Michigan-Ann Arbor,Main Campus,MI,41674,0,0,11,0,1,10,15,5,10,52
240444001,University of Wisconsin-Madison,Main Campus,WI,41654,0,0,4,2,1,11,83,12,1,114
243780001,Purdue University-Main Campus,Main Campus,IN,41052,0,0,7,0,4,3,32,4,1,51
222992002,Austin Community College District,Cypress Creek,TX,40248,0,0,0,0,0,0,0,0,0,0
222992007,Austin Community College District,Riverside Campus,TX,40248,0,0,0,0,0,0,2,1,0,3
222992013,Austin Community College District,South Austin Campus,TX,40248,0,0,0,0,0,0,0,0,0,0
137351001,University of South Florida,USF Tampa Campus,FL,40022,0,0,3,0,1,2,40,19,3,68
134097001,Florida State University,Main Campus,FL,39785,0,0,10,0,9,7,68,10,6,110
133951001,Florida International University,Modesto A. Maidique Campus,FL,39610,0,0,1,1,6,3,98,52,0,161
138187002,Valencia Community College,West Campus,FL,39008,0,0,0,0,0,0,1,0,0,1
138187003,Valencia Community College,East Campus,FL,39008,0,0,0,0,0,0,0,4,0,4
