ID,Name,SubName,State,TotalPeople,Murder,NegligentManslaughter,ForcibleSexOffense,NonforcibleSexOffense,Robbery,AggravatedAssault,Burglary,VehicleTheft,Arson,TotalCrime,
171456001,Northern Michigan University,Main Campus,MI,9358,0,0,10,0,1,1,34,2,1,49,
171535002,Oakland Community College,Southfield,MI,24532,0,0,0,0,0,0,1,2,0,3,
171535003,Oakland Community College,Royal Oak,MI,24532,0,0,1,0,0,0,2,1,0,4,
171571001,Oakland University,Main Campus,MI,18081,0,0,3,0,1,4,7,4,1,20,
172051001,Saginaw Valley State University,Saginaw Valley State University,MI,9662,0,0,1,0,0,1,42,0,0,44,
172200001,Schoolcraft College,Main Campus,MI,12148,0,0,0,0,0,0,0,3,0,3,
172200002,Schoolcraft College,Radcliff Center,MI,12148,0,0,0,0,0,0,0,0,0,0,
172635001,Wayne County Community College District,Main Campus,MI,20504,0,0,4,0,2,2,10,14,0,32,
172644001,Wayne State University,Main Campus,MI,32382,0,0,3,0,11,3,28,42,1,88,
172699001,Western Michigan University,Main Campus,MI,24433,0,0,6,2,4,8,24,7,4,55,
172699006,Western Michigan University,Muskegon Regional Center,MI,24433,0,0,0,0,0,0,0,0,0,0,
173559001,Minnesota State Community and Technical College,Main Campus - Fergus Falls,MN,6164,0,0,0,0,0,0,0,0,0,0,
173708001,Hennepin Technical College,Main campus,MN,5582,0,0,0,0,0,0,0,0,0,0,
173799001,Inver Hills Community College,Main Campus,MN,5736,0,0,1,0,0,0,0,0,0,1,
173920001,Minnesota State University-Mankato,Main Campus,MN,14515,0,0,3,1,0,0,13,0,4,21,
174020001,Metropolitan State University,Main Campus,MN,6802,0,0,0,0,0,0,3,0,0,3,
174066001,University of Minnesota-Twin Cities,Main Campus,MN,50883,0,0,12,0,7,5,272,7,3,306,
174136001,Minneapolis Community and Technical College,Main Campus,MN,9188,0,0,1,0,0,0,7,0,0,8,
174233001,University of Minnesota-Duluth,University of Minnesota Duluth,MN,11184,0,0,1,0,1,1,11,0,1,15,
174358001,Minnesota State University-Moorhead,Main Campus,MN,7494,0,0,3,0,0,0,13,3,2,21,
174358002,Minnesota State University-Moorhead,Regional Science Center,MN,7494,0,0,0,0,0,0,0,0,0,0,
174376001,North Hennepin Community College,Main Campus,MN,6448,0,0,0,0,0,0,4,0,1,5,
174738001,Rochester Community and Technical College,University Center Rochester,MN,5898,0,0,0,0,0,0,2,1,0,3,
174783001,Saint Cloud State University,Main Campus,MN,16940,0,0,6,0,2,1,29,2,2,42,
174817001,Saint Mary's University of Minnesota,Main Campus SAINT MARY'S UNIVERSITY OF MINNESOTA,MN,5981,0,0,0,0,0,0,0,0,0,0,
174817002,Saint Mary's University of Minnesota,Twin Cities Campus,MN,5981,0,0,0,0,0,0,0,0,0,0,
174914001,University of St Thomas,St. Paul Campus (Main Campus),MN,10984,0,0,6,0,0,2,39,1,0,48,
175041001,Saint Paul College - A Community and Technical College,Main Campus,MN,4990,0,0,0,0,0,0,0,2,0,2,
175078001,Southwest Minnesota State University,Southwest Minnesota State University,MN,6073,0,0,0,0,0,3,0,0,0,3,
175272001,Winona State University,Main Campus,MN,0,0,0,5,0,0,0,3,2,0,10,
175315001,Century Community and Technical College,Main Campus,MN,8968,0,0,0,0,0,0,1,1,0,2,
176965001,University of Central Missouri,Main Campus,MO,10918,0,0,3,0,2,3,19,0,1,28,
177065001,Columbia College,Columbia College (Main Campus) @ Columbia,MO,32,0,0,0,0,0,0,1,0,0,1,
177472001,Ozarks Technical Community College,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,10250,0,0,0,0,0,0,0,2,0,2,
177968001,Lindenwood University,Main Campus,MO,9633,0,0,0,0,0,0,19,0,0,19,
177995001,Metropolitan Community College-Longview,Main Campus,MO,5539,0,0,0,0,0,0,3,1,0,4,
178059001,Maryville University of Saint Louis,Maryville University of Saint Louis,MO,3422,0,0,0,0,1,0,2,0,0,3,
178244001,Missouri Baptist University,Main Campus,MO,4598,0,0,0,0,0,1,2,0,0,3,
178341001,Missouri Southern State University,Main Campus,MO,5593,0,0,1,0,0,0,9,1,0,11,
178387001,Missouri Western State University,Main Campus,MO,5342,0,0,0,0,0,0,41,0,0,41,
178396001,University of Missouri-Columbia,Main Campus,MO,28405,0,0,3,0,2,5,25,0,3,38,
178402001,University of Missouri-Kansas City,Main Campus,MO,14442,0,0,0,1,0,2,20,4,0,27,
178402002,University of Missouri-Kansas City,Health Sciences Complex,MO,14442,0,0,0,0,0,0,5,1,0,6,
178411001,Missouri University of Science and Technology,MO S&T Main Campus,MO,6166,0,0,0,0,0,1,11,0,0,12,
178420001,University of Missouri-St Louis,Main Campus,MO,15527,0,0,1,0,2,6,21,2,0,32,
178615001,Truman State University,Main Campus,MO,5920,0,0,1,0,0,0,9,2,1,13,
178624001,Northwest Missouri State University,Northwest Missouri State University,MO,6511,0,0,3,0,1,1,45,2,1,53,
179159001,Saint Louis University-Main Campus,Main Campus,MO,15539,0,0,3,0,0,1,15,7,0,26,
179308001,Saint Louis Community College-Forest Park,FOREST PARK,MO,7230,0,0,0,0,1,1,0,0,0,2,
179308002,Saint Louis Community College-Forest Park,HARRISON CENTER,MO,7230,0,0,0,0,0,0,0,0,0,0,
179557001,Southeast Missouri State University,Southeast Missouri State University,MO,10624,0,0,1,0,0,2,28,0,0,31,
179566001,Missouri State University,Main Campus,MO,19348,0,0,1,0,0,0,49,5,0,55,
179867001,Washington University in St Louis,Danforth Campus,MO,13382,0,0,4,0,1,0,12,1,1,19,
179867002,Washington University in St Louis,Medical School Campus,MO,13382,0,0,0,0,2,4,12,4,0,22,
179894001,Webster University,Webster University St. Louis-Main Campus,MO,19398,0,0,0,0,1,0,23,1,0,25,
262031001,St Charles Community College,ST CHARLES COMMUNITY COLLEGE,MO,6933,0,0,0,0,0,0,0,0,0,0,
175786001,Hinds Community College,Hinds Community College-Main Campus-Raymond,MS,9941,0,0,1,0,0,0,30,0,0,31,
175786005,Hinds Community College,Hinds Community College-Utica Campus,MS,9941,0,0,0,0,0,1,5,0,0,6,
175810001,Holmes Community College,Main Campus,MS,5107,0,0,0,0,0,5,8,1,0,14,
175829001,Itawamba Community College,Itawamba Community College - Fulton,MS,5871,0,0,0,0,0,0,4,0,0,4,
175856001,Jackson State University,Main Campus,MS,0,0,0,1,0,2,0,17,6,2,28,
176017001,University of Mississippi Main Campus,Main Campus,MS,15129,0,0,0,0,0,0,10,1,0,11,
176071001,Mississippi Gulf Coast Community College,Perkinston Campus,MS,8860,0,0,0,0,0,0,12,0,0,12,
176071002,Mississippi Gulf Coast Community College,Jefferson Davis Campus,MS,8860,0,0,0,0,0,0,1,0,0,1,
176071003,Mississippi Gulf Coast Community College,Jackson County Campus,MS,8860,0,0,0,0,0,0,0,0,0,0,
176080001,Mississippi State University,Main Campus,MS,17039,0,0,1,0,0,4,11,5,0,21,
176178001,Northwest Mississippi Community College,Senatobia Campus,MS,7097,0,0,1,0,27,2,27,1,0,58,
176372001,University of Southern Mississippi,Main Campus,MS,14592,0,0,3,0,0,1,28,4,0,36,
180461001,Montana State University,Main Campus,MT,11932,0,0,11,1,0,1,6,1,6,26,
180489001,The University of Montana,Main Campus,MT,13628,0,0,0,0,0,0,2,0,1,3,
197869001,Appalachian State University,Main Campus,NC,15871,0,0,2,0,1,1,24,1,3,32,
197887001,Asheville-Buncombe Technical Community College,Asheville Campus,NC,0,0,0,1,0,0,0,10,0,0,11,
198136001,Campbell University Inc,Main Campus,NC,6208,0,0,1,0,0,7,15,0,0,23,
198154001,Cape Fear Community College,Downtown Campus,NC,7570,0,0,0,0,0,0,1,0,0,1,
198260001,Central Piedmont Community College,Main Campus,NC,0,0,0,0,0,2,13,4,7,0,26,
198419001,Duke University,Main Campus,NC,13598,0,0,5,0,2,1,63,11,0,82,
198455001,Durham Technical Community College,Main Campus,NC,5170,0,0,0,0,0,0,11,1,0,12,
198464001,East Carolina University,East Carolina University,NC,25990,0,0,1,0,5,6,44,3,0,59,
198464002,East Carolina University,East Carolina University Brody School of Medicine,NC,25990,0,0,0,0,0,1,3,0,0,4,
198516001,Elon University,Elon University,NC,5456,0,0,1,0,1,1,25,0,1,29,
198534001,Fayetteville Technical Community College,Fayetteville Technical Community College,NC,9063,0,0,0,0,0,1,0,0,0,1,
198543001,Fayetteville State University,Main Campus,NC,6692,0,0,2,0,2,0,7,7,0,18,
198552001,Forsyth Technical Community College,Main Campus,NC,0,0,0,0,0,0,2,3,0,0,5,
198570001,Gaston College,Main Campus,NC,5718,0,0,0,0,0,0,0,0,0,0,
198622001,Guilford Technical Community College,Main Campus,NC,10571,0,0,0,0,2,3,0,2,0,7,
199102001,North Carolina A & T State University,North Carolina A&T State University,NC,10498,0,0,1,0,10,12,54,4,2,83,
199120001,University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,NC,28136,0,0,7,0,1,0,12,7,1,28,
199139001,University of North Carolina at Charlotte,Main Campus,NC,22388,0,0,1,0,4,2,21,22,0,50,
199148001,University of North Carolina at Greensboro,Main Campus,NC,18627,0,0,0,0,2,2,41,4,1,50,
199157001,North Carolina Central University,North Carolina Central University,NC,8383,0,0,2,0,4,10,39,8,0,63,
199193001,North Carolina State University at Raleigh,Main Campus,NC,31802,0,0,6,0,8,6,57,9,1,87,
199218001,University of North Carolina-Wilmington,Main Campus,NC,12180,0,0,2,0,0,0,22,9,1,34,
199281001,University of North Carolina at Pembroke,Main Campus,NC,5937,0,0,0,0,1,0,6,1,0,8,
199847001,Wake Forest University,Main Campus,NC,6788,0,0,4,0,0,0,86,0,1,91,
199847002,Wake Forest University,Bowman Gray Campus,NC,6788,0,0,1,0,2,1,3,2,0,9,
199856001,Wake Technical Community College,Main Campus,NC,8893,0,0,0,0,0,0,3,1,0,4,
199856002,Wake Technical Community College,Wake Technical Community College Heath Science Campus,NC,8893,0,0,0,0,0,0,0,0,0,0,
199999001,Winston-Salem State University,Main Campus,NC,5870,0,0,1,0,3,4,12,2,0,22,
200004001,Western Carolina University,Main Campus,NC,9056,0,0,1,0,0,1,33,2,1,38,
200280001,University of North Dakota,Main Campus,ND,12559,0,0,2,0,0,0,4,2,0,8,
200332001,North Dakota State University-Main Campus,Main Campus,ND,12527,0,0,1,1,0,0,13,3,0,18,
180814001,Bellevue University,Main Campus,NE,7792,0,0,0,0,0,0,1,0,0,1,
181002001,Creighton University,Main Campus,NE,6992,0,0,1,0,1,1,11,2,0,16,
181215001,University of Nebraska at Kearney,University of Nebraska at Kearney,NE,6478,0,0,1,0,0,0,14,0,0,15,
181303001,Metropolitan Community College Area,Main Campus,NE,14804,0,0,0,0,0,0,1,2,0,3,
181303002,Metropolitan Community College Area,South Omaha Campus,NE,14804,0,0,0,0,0,0,0,2,0,2,
181394001,University of Nebraska at Omaha,Main Campus,NE,14156,0,0,2,0,0,0,1,8,0,11,
181464001,University of Nebraska-Lincoln,Main Campus,NE,22973,0,0,0,0,0,0,15,5,1,21,
181491001,Northeast Community College,Northeast Community College,NE,5149,0,0,0,0,1,0,1,0,0,2,
181640001,Southeast Community College Area,Southeast Community College-Lincoln,NE,9603,0,0,0,0,0,3,0,1,0,4,
181640002,Southeast Community College Area,Southeast Community College-Milford,NE,9603,0,0,0,0,0,0,0,0,0,0,
182670001,Dartmouth College,Main Campus,NH,5849,0,0,18,0,0,0,42,1,0,61,
183026001,Southern New Hampshire University,Main Campus,NH,6439,0,0,3,0,0,0,1,0,1,5,
183044001,University of New Hampshire-Main Campus,Main Campus,NH,15005,0,0,8,0,0,0,18,0,2,28,
183655001,Atlantic Cape Community College,Main Campus,NJ,6922,0,0,0,0,0,0,1,0,0,1,
183655003,Atlantic Cape Community College,Cape May County Campus,NJ,6922,0,0,0,0,0,0,0,0,0,0,
183743001,Bergen Community College,Main Campus,NJ,15057,0,0,1,0,0,1,2,0,0,4,
183804001,Beth Medrash Govoha,Main Campus,NJ,5205,0,0,0,0,0,0,0,0,0,0,
183859001,Brookdale Community College,Main Campus,NJ,14025,0,0,0,0,1,1,1,0,0,3,
183938001,Camden County College,Blackwood Campus,NJ,14741,0,0,0,0,0,0,6,0,0,6,
184481001,Essex County College,Main Campus,NJ,10995,0,0,4,0,0,0,5,1,0,10,
184603001,Fairleigh Dickinson University-Metropolitan Campus,Metropolitan,NJ,8658,0,0,0,0,0,0,6,0,0,6,
184782001,Rowan University,Main Campus,NJ,10091,1,0,1,0,2,3,15,0,1,23,
185129001,New Jersey City University,Main Campus,NJ,8437,0,0,0,0,0,1,0,0,0,1,
185262001,Kean University,Main Campus,NJ,13394,0,0,2,0,0,4,17,2,0,25,
185509002,Mercer County Community College,James Kerney Campus,NJ,9094,0,0,0,0,0,0,0,0,0,0,
185536001,Middlesex County College,Main Campus,NJ,12097,0,0,0,0,0,0,0,0,0,0,
185572001,Monmouth University,Monmouth University,NJ,6494,0,0,2,0,0,1,8,1,2,14,
185590001,Montclair State University,Main Campus,NJ,16736,0,0,5,0,1,2,41,3,0,52,
185828001,New Jersey Institute of Technology,Main Campus,NJ,8288,0,0,0,0,1,6,3,2,0,12,
186034001,Passaic County Community College,Main Campus,NJ,7493,0,0,0,0,0,0,2,2,0,4,
186131001,Princeton University,Main Campus,NJ,7261,0,0,14,0,0,6,57,3,2,82,
186201001,Ramapo College of New Jersey,Main Campus,NJ,5702,0,0,5,0,0,0,11,2,8,26,
186283001,Rider University,Main Campus,NJ,5963,0,0,6,0,0,3,30,0,0,39,
186283002,Rider University,Westminster Choir College of Rider University,NJ,5963,0,0,2,0,0,0,4,0,0,6,
186371001,Rutgers University-Camden,Rutgers University-Camden Division,NJ,5159,0,0,1,0,1,0,15,5,0,22,
186380001,Rutgers University-New Brunswick,Main Campus,NJ,34804,0,0,4,0,4,4,97,3,5,117,
186399001,Rutgers University-Newark,Rutgers University - Newark,NJ,10553,0,0,3,0,3,0,6,1,1,14,
186584001,Seton Hall University,Main Campus,NJ,9574,0,0,2,0,0,1,22,4,0,29,
186584002,Seton Hall University,Seton Hall Law School,NJ,9574,0,0,0,0,0,0,1,0,0,1,
186645001,Raritan Valley Community College,Raritan Valley Community College,NJ,6629,0,0,0,0,0,0,1,1,0,2,
186867001,Stevens Institute of Technology,Main Campus,NJ,5241,0,0,1,0,1,0,3,1,0,6,
186876001,The Richard Stockton College of New Jersey,Main Campus,NJ,7355,0,0,1,0,0,3,11,2,1,18,
187134001,The College of New Jersey,Main Campus,NJ,6964,0,0,3,0,0,1,20,1,0,25,
187444001,William Paterson University of New Jersey,Main Campus,NJ,10443,0,0,3,0,2,1,24,1,0,31,
187532001,Central New Mexico Community College,Main Campus,NM,22759,0,0,0,0,0,3,0,10,0,13,
187532003,Central New Mexico Community College,Joseph M. Montoya Campus,NM,22759,0,0,0,0,0,0,0,1,0,1,
187620001,New Mexico State University-Dona Ana,Main Campus,NM,7803,0,0,6,0,0,6,92,19,1,124,
187648001,Eastern New Mexico University-Main Campus,Main Campus,NM,4173,0,0,1,0,0,0,7,0,0,8,
187985001,University of New Mexico-Main Campus,Main Campus,NM,0,0,0,3,0,2,14,52,67,5,143,
188030001,New Mexico State University-Main Campus,Main Campus,NM,16722,0,0,6,0,0,6,92,19,1,124,
188100001,San Juan College,Main Campus,NM,6991,0,0,1,0,0,0,1,0,0,2,
188137001,Santa Fe Community College,Main Campus,NM,3963,0,0,0,0,0,0,0,7,0,7,
182005001,College of Southern Nevada,Main Campus,NV,0,0,0,0,0,0,0,6,19,1,26,
182281001,University of Nevada-Las Vegas,University of Nevada-Las Vegas,NV,27960,0,0,2,0,1,3,57,49,2,114,
182281002,University of Nevada-Las Vegas,Shadow Lane Campus,NV,27960,0,0,0,0,0,0,0,2,0,2,
182290001,University of Nevada-Reno,Main Campus,NV,0,0,0,1,0,1,2,16,3,0,23,
188429001,Adelphi University,Main Campus,NY,8308,0,0,1,0,0,0,11,3,0,15,
189547001,Broome Community College,Main Campus,NY,6558,0,0,0,0,0,0,2,0,0,2,
190150001,Columbia University in the City of New York,Morningside Campus,NY,22655,0,0,8,0,1,9,112,0,0,130,
190150002,Columbia University in the City of New York,Columbia University Medical Center,NY,22655,0,0,0,0,0,6,38,0,0,44,
190415001,Cornell University,Main Campus,NY,19800,0,0,0,0,1,1,36,3,2,43,
190512001,CUNY Bernard M Baruch College,Main Campus,NY,0,0,0,0,0,0,0,0,0,0,0,
190521001,CUNY Borough of Manhattan Community College,Borough of Manhattan Community College,NY,0,0,0,0,0,0,0,0,0,0,0,
190530001,CUNY Bronx Community College,Main Campus,NY,0,0,0,0,0,1,5,4,0,1,11,
190549001,CUNY Brooklyn College,Main Campus,NY,0,0,0,0,0,0,0,3,0,0,3,
190558001,CUNY College of Staten Island,Main Campus,NY,0,0,0,0,0,0,0,7,0,0,7,
190567001,CUNY City College,The City College of New York,NY,0,0,0,2,0,10,1,16,1,0,30,
190585001,CUNY Hostos Community College,Main Campus,NY,0,0,0,1,0,0,0,12,0,0,13,
190594001,CUNY Hunter College,Main Campus,NY,0,0,0,1,0,0,0,2,0,0,3,
190594004,CUNY Hunter College,Brookdale,NY,0,0,0,0,0,1,0,1,0,0,2,
190600001,CUNY John Jay College Criminal Justice,John Jay College of Criminal Justice,NY,0,0,0,0,0,0,0,1,0,0,1,
190619001,CUNY Kingsborough Community College,Kingsborough Community College,NY,0,0,0,0,0,0,1,0,0,1,2,
190628001,CUNY LaGuardia Community College,LaGuardia Community College,NY,0,0,0,0,0,2,0,6,0,0,8,
190637001,CUNY Lehman College,Herbert H. Lehman College,NY,0,0,0,0,0,0,0,2,0,0,2,
190646001,CUNY Medgar Evers College,MEDGAR EVERS COLLEGE,NY,0,0,0,0,0,2,8,1,0,0,11,
190655001,CUNY New York City College of Technology,Main Campus,NY,0,0,0,0,0,1,0,1,0,0,2,
190664001,CUNY Queens College,Main Campus,NY,0,0,0,0,0,1,0,0,1,0,2,
190691001,CUNY York College,YORK COLLEGE,NY,0,0,0,0,0,0,0,4,0,0,4,
190840001,Dutchess Community College,Main Campus,NY,8248,0,0,0,0,0,0,0,0,0,0,
191083001,Erie Community College,Main Campus,NY,13053,0,0,1,0,0,0,0,0,0,1,
191126001,Fashion Institute of Technology,FASHION INSTITUTE OF TECHNOLOGY,NY,9938,0,0,0,0,0,0,0,0,0,0,
191199001,Finger Lakes Community College,Main Campus,NY,5351,0,0,0,0,0,3,3,0,0,6,
191241001,Fordham University,Main Campus,NY,14448,0,0,0,0,0,1,35,1,1,38,
191241002,Fordham University,FORDHAM UNI-LINCOLN CENTER CAMPUS,NY,14448,0,0,0,0,0,0,7,0,0,7,
191339001,Genesee Community College,Batavia Campus,NY,6472,0,0,0,0,0,0,0,0,0,0,
191649001,Hofstra University,Main Campus,NY,12490,0,0,0,0,0,3,46,5,1,55,
191719001,Hudson Valley Community College,Main Campus,NY,12296,0,0,0,0,0,0,0,0,0,0,
191968001,Ithaca College,Main Campus,NY,6660,0,0,3,0,0,0,30,0,2,35,
191986001,Jamestown Community College,Jamestown Campus,NY,3361,0,0,0,0,0,0,11,1,0,12,
192439001,Long Island University-Brooklyn Campus,Main Campus,NY,8174,0,0,0,0,0,0,2,0,0,2,
192448001,Long Island University-C W Post Campus,C. W. Post Campus,NY,8361,0,0,2,0,0,0,6,1,0,9,
192819001,Marist College,Main Campus,NY,5727,0,0,2,0,2,1,21,0,0,26,
193016001,Mercy College-Main Campus,Mercy College - Dobbs Ferry Campus,NY,8628,0,0,0,0,0,0,0,0,0,0,
193016005,Mercy College-Main Campus,Mercy College - NYC Campus,NY,8628,0,0,0,0,0,0,0,0,0,0,
193283001,Mohawk Valley Community College-Utica Branch,Main Campus,NY,6044,0,0,0,0,2,0,23,0,0,25,
193308001,Monroe College-Main Campus,Bronx Campus,NY,4677,0,0,0,0,0,0,0,0,0,0,
193326001,Monroe Community College,Brighton,NY,17482,0,0,2,0,0,0,4,0,0,6,
193478001,Nassau Community College,Main Campus,NY,21483,0,0,1,0,3,0,9,7,1,21,
193654001,The New School,Main Campus,NY,9659,0,0,0,0,1,0,2,0,0,3,
193900001,New York University,NYU Main Campus,NY,41783,1,0,0,0,0,0,48,0,0,49,
193900002,New York University,NYU Medical Center/School of Medicine,NY,41783,0,0,0,0,0,0,3,0,0,3,
193946001,Niagara County Community College,Main Campus,NY,6331,0,0,0,0,0,0,3,0,0,3,
194091001,New York Institute of Technology-Old Westbury,Main Campus,NY,0,0,0,0,0,0,0,0,0,0,0,
194222001,Onondaga Community College,Main Campus,NY,10637,0,0,6,0,0,3,2,1,0,12,
194310001,Pace University-New York,Pace University,NY,12912,0,0,0,0,0,0,0,0,0,0,
194310003,Pace University-New York,Pleasantville/Briarcliff,NY,12912,0,0,0,0,0,0,0,0,0,0,
194824001,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,NY,0,0,0,1,0,2,1,3,1,0,8,
195003001,Rochester Institute of Technology,Main Campus,NY,14849,0,0,10,0,1,1,24,3,2,41,
195030001,University of Rochester,Main Campus,NY,0,0,0,16,0,4,1,28,6,3,58,
195809001,St. John's University-New York,Main Campus,NY,20085,0,0,2,0,0,0,32,1,0,35,
195809002,St. John's University-New York,STATEN ISLAND,NY,20085,0,0,0,0,0,0,1,0,0,1,
195809003,St. John's University-New York,OAKDALE,NY,20085,0,0,0,0,0,0,1,0,1,2,
196042001,Farmingdale State College,Main Campus,NY,6447,0,0,1,0,0,0,0,1,0,2,
196060001,SUNY at Albany,Main Campus,NY,17684,0,0,4,0,1,0,38,0,7,50,
196079001,SUNY at Binghamton,Main Campus,NY,14435,0,0,1,0,0,2,11,1,4,19,
196088001,SUNY at Buffalo,Main Campus,NY,28054,0,0,1,0,2,2,123,4,2,134,
196097001,Stony Brook University,Stony Brook University,NY,23347,0,0,5,0,3,2,212,9,6,237,
196121001,SUNY College at Brockport,Main Campus,NY,8303,0,0,2,0,2,1,27,1,0,33,
196130001,SUNY College at Buffalo,Buffalo State College,NY,10993,0,0,8,0,4,4,33,3,0,52,
196149001,SUNY College at Cortland,Main Campus,NY,7056,0,0,2,0,0,0,30,0,0,32,
196158001,SUNY at Fredonia,Main Campus,NY,5450,0,0,0,0,0,3,12,1,1,17,
196167001,SUNY at Geneseo,Main Campus,NY,5548,0,0,0,0,0,1,16,0,2,19,
196176001,SUNY College at New Paltz,Main Campus,NY,7690,0,0,6,0,0,3,13,0,3,25,
196185001,SUNY College at Oneonta,Main Campus,NY,5893,0,0,3,0,0,4,21,0,0,28,
196194001,SUNY College at Oswego,Main Campus,NY,8660,0,0,3,0,0,2,19,1,0,25,
196246001,SUNY College at Plattsburgh,Main Campus,NY,6259,0,0,3,0,0,0,21,0,0,24,
196413001,Syracuse University,Main Campus,NY,19084,0,0,15,0,2,2,77,2,2,100,
196468001,Teachers College at Columbia University,Main Campus,NY,4996,0,0,0,0,0,0,12,0,0,12,
196565001,Tompkins-Cortland Community College,Main Campus,NY,3213,0,0,0,0,0,0,9,0,0,9,
197294001,SUNY Westchester Community College,Main Campus,NY,12073,0,0,0,0,0,0,0,0,0,0,
197708001,Yeshiva University,Wilf Campus,NY,6358,0,0,0,0,0,0,19,0,0,19,
197708002,Yeshiva University,BEREN CAMPUS,NY,6358,0,0,0,0,0,0,24,0,0,24,
197708003,Yeshiva University,BROOKDALE CENTER,NY,6358,0,0,0,0,0,0,0,0,0,0,
197708004,Yeshiva University,RESNICK CAMPUS,NY,6358,0,0,0,0,0,0,0,0,0,0,
200800001,University of Akron Main Campus,Main Campus,OH,23007,0,0,9,0,3,1,12,10,1,36,
201104001,Ashland University,Ashland University,OH,6493,0,0,1,0,0,0,17,0,0,18,
201441001,Bowling Green State University-Main Campus,Main Campus,OH,18619,0,0,9,0,1,2,53,2,4,71,
201645001,Case Western Reserve University,Main Campus,OH,9844,0,0,4,0,8,0,20,8,0,40,
201885001,University of Cincinnati-Main Campus,Main Campus,OH,29319,0,0,16,0,6,0,40,3,1,66,
201928001,Cincinnati State Technical and Community College,Main Campus,OH,8507,0,0,0,0,0,0,0,0,0,0,
201955001,University of Cincinnati-Raymond Walters College,Main Campus,OH,4257,0,0,0,0,0,0,2,0,0,2,
201973001,Clark State Community College,Main Campus,OH,3383,0,0,0,0,0,0,11,0,0,11,
202134001,Cleveland State University,Cleveland State University,OH,0,0,0,3,0,7,0,5,19,0,34,
202222001,Columbus State Community College,Columbus State Community College,OH,23057,0,0,0,0,1,0,1,4,0,6,
202356001,Cuyahoga Community College District,Metropolitan Campus,OH,24563,0,0,0,0,2,1,2,1,0,6,
202480001,University of Dayton,Main Campus,OH,10395,0,0,5,0,1,1,63,4,2,76,
202763001,The University of Findlay,Main Campus,OH,5388,0,0,1,0,0,1,23,1,0,26,
202806001,Franklin University,Main Campus,OH,7559,0,0,0,0,0,0,0,0,0,0,
203517001,Kent State University-Kent Campus,Main Campus,OH,0,0,0,1,0,0,0,31,2,0,34,
203748001,Lorain County Community College,Lorain County Community College,OH,0,0,0,0,0,0,0,0,1,0,1,
204024001,Miami University-Oxford,Miami University-Oxford (204024),OH,15968,0,0,6,0,1,6,30,0,0,43,
204796001,Ohio State University-Main Campus,Main Campus,OH,52568,0,0,65,1,11,0,212,17,17,323,
204857001,Ohio University-Main Campus,Ohio University - Main Campus,OH,21089,0,0,11,0,2,0,44,1,2,60,
204945001,Owens Community College,Main Campus,OH,19853,0,0,0,0,0,0,0,0,0,0,
205470001,Sinclair Community College,Downtown Campus,OH,18692,0,0,0,0,0,0,6,1,0,7,
206084001,University of Toledo-Main Campus,Main Campus,OH,19767,0,0,1,0,5,3,99,8,0,116,
206604001,Wright State University-Main Campus,Main Campus,OH,16151,0,0,9,0,3,2,39,12,0,65,
206622001,Xavier University,Main Campus,OH,6646,0,0,4,0,2,0,6,2,4,18,
206695001,Youngstown State University,Main Campus,OH,0,0,0,1,0,3,0,14,5,0,23,
206914001,Cameron University,Cameron University,OK,5723,0,0,0,0,0,0,1,2,0,3,
206941001,University of Central Oklahoma,Main Campus,OK,15495,0,0,1,0,0,2,10,1,6,20,
207263001,Northeastern State University,Main Campus,OK,0,0,0,3,0,3,2,12,0,0,20,
207388001,Oklahoma State University-Main Campus,Oklahoma State University - Stillwater,OK,0,0,0,2,0,0,5,31,3,1,42,
207388002,Oklahoma State University-Main Campus,Oklahoma State University - Tulsa,OK,0,0,0,0,0,0,0,6,12,0,18,
207449001,Oklahoma City Community College,Main Campus,OK,0,0,0,1,0,0,2,9,3,0,15,
207500001,University of Oklahoma Norman Campus,Main Campus,OK,0,0,0,4,0,0,0,36,11,0,51,
207670001,Rose State College,Rose State College,OK,0,0,0,0,0,0,0,0,1,0,1,
207935001,Tulsa Community College,Metro Campus,OK,16881,0,0,0,0,0,2,9,13,0,24,
208318001,Central Oregon Community College,Main Campus,OR,4440,0,0,0,0,0,0,6,0,0,6,
208390001,Chemeketa Community College,Main Campus,OR,7255,0,0,0,0,0,0,0,5,0,5,
208406001,Clackamas Community College,Main Campus,OR,0,0,0,0,0,1,0,4,4,0,9,
208488001,Concordia University,Main Campus,OR,1642,0,0,0,0,0,0,0,0,0,0,
209038001,Lane Community College,Main Campus,OR,9312,0,0,0,0,0,0,6,2,0,8,
209074001,Linn-Benton Community College,LBCC Main Campus,OR,5290,0,0,0,0,0,0,1,0,0,1,
209074005,Linn-Benton Community College,Lebanon Center,OR,5290,0,0,0,0,0,0,0,0,0,0,
209250001,Mt Hood Community College,Main Campus,OR,7588,0,0,1,0,0,1,0,22,0,24,
209542001,Oregon State University,Main Campus,OR,19738,0,0,3,0,1,1,30,2,0,37,
209551001,University of Oregon,Main Campus,OR,20332,0,0,3,0,2,5,33,2,1,46,
209746001,Portland Community College,Sylvania Campus,OR,24353,0,0,0,0,2,0,0,2,0,4,
209746002,Portland Community College,Rock Creek Campus,OR,24353,0,0,0,0,0,0,0,0,0,0,
